Category,language_code,ISO_639,Num_Words,Num_Sources,Num_Sections,Num_Images,Page_Views,Edits_30_Days,Num_Links_to_Wikipedia,URL,Original_Topic,date,language
Biodiversity Conservation,uk,ukr,1529,5,14,0,49,0,13,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BD%D1%8C%D0%BC%D1%96%D0%BD%D1%81%D1%8C%D0%BA%D0%BE-%D0%9C%D0%BE%D0%BD%D1%80%D0%B5%D0%B0%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B0_%D0%B3%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0_%D1%80%D0%B0%D0%BC%D0%BA%D0%BE%D0%B2%D0%B0_%D1%83%D0%B3%D0%BE%D0%B4%D0%B0_%D0%BF%D1%80%D0%BE_%D0%B1%D1%96%D0%BE%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F,Kunming-Montreal_Global_Biodiversity_Framework,17/4/2023,Ukrainian
Public Health,uk,ukr,404,16,8,3,9,0,39,https://uk.wikipedia.org/wiki/%D0%92%D1%96%D1%80%D1%83%D1%81_%D0%9B%D0%B0%D0%BD%E2%80%99%D1%8F,Langya_henipavirus,10/8/2022,Ukrainian
Biodiversity Conservation,uk,ukr,8,0,30,0,229,0,447,"https://uk.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%80%D0%BE%D1%81%D0%BB%D0%B8%D0%BD,_%D1%8F%D0%BA%D1%96_%D0%B2%D0%B8%D0%BA%D0%BE%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D1%83%D1%8E%D1%82%D1%8C_%D1%83_%D0%BC%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%96",List_of_plants_used_in_herbalism,30/12/2012,Ukrainian
Biodiversity Conservation,uk,ukr,583,7,15,2,7,0,26,https://uk.wikipedia.org/wiki/%D0%86%D0%BD%D0%B4%D0%B5%D0%BA%D1%81_%D0%B6%D0%B8%D0%B2%D0%BE%D1%97_%D0%BF%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B8,Living_Planet_Index,15/12/2016,Ukrainian
Biodiversity Conservation,uk,ukr,718,6,6,3,27,0,21,https://uk.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B4%D0%B8%D0%BD%D0%B0_%D1%96_%D0%B1%D1%96%D0%BE%D1%81%D1%84%D0%B5%D1%80%D0%B0_(%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%B0_%D0%9C%D0%90%D0%91),Man_and_the_Biosphere_Programme,22/7/2012,Ukrainian
Biodiversity Conservation,uk,ukr,202,4,3,37,20,0,36,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%97%D0%BD%D0%B8_%D0%B7_%D0%BD%D0%B0%D0%B4%D0%B2%D0%B8%D1%81%D0%BE%D0%BA%D0%B8%D0%BC_%D0%B1%D1%96%D0%BE%D1%80%D1%96%D0%B7%D0%BD%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D1%82%D1%82%D1%8F%D0%BC,Megadiverse_countries,14/10/2015,Ukrainian
Biodiversity Conservation,uk,ukr,79,2,2,2,8,0,20,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B0_%D1%81%D0%BF%D0%B0%D0%B4%D1%89%D0%B8%D0%BD%D0%B0,Natural_heritage,18/7/2011,Ukrainian
Biodiversity Conservation,uk,ukr,140,0,3,3,50,0,15,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B8%D0%B9_%D0%BB%D0%B0%D0%BD%D0%B4%D1%88%D0%B0%D1%84%D1%82,Natural_landscape,18/12/2006,Ukrainian
Biodiversity Conservation,uk,ukr,2562,46,18,23,28,0,99,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BE%D0%BE%D1%80%D1%96%D1%94%D0%BD%D1%82%D0%BE%D0%B2%D0%B0%D0%BD%D1%96_%D1%80%D1%96%D1%88%D0%B5%D0%BD%D0%BD%D1%8F,Nature-based_solutions,20/1/2020,Ukrainian
Biodiversity Conservation,uk,ukr,164,1,3,3,99,0,15,"https://uk.wikipedia.org/wiki/%D0%92%D0%B8%D0%B4%D0%B8,_%D0%B1%D0%BB%D0%B8%D0%B7%D1%8C%D0%BA%D1%96_%D0%B4%D0%BE_%D0%B7%D0%B0%D0%B3%D1%80%D0%BE%D0%B7%D0%BB%D0%B8%D0%B2%D0%BE%D0%B3%D0%BE_%D1%81%D1%82%D0%B0%D0%BD%D1%83",Near-threatened_species,15/2/2011,Ukrainian
Biodiversity Conservation,uk,ukr,620,0,5,2,32,0,48,https://uk.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D1%96%D0%B4%D0%BD%D0%BE%D0%B2%D0%BD%D1%96_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D1%96_%D1%80%D0%B5%D1%81%D1%83%D1%80%D1%81%D0%B8,Non-renewable_resource,16/1/2014,Ukrainian
Climate Change,uk,ukr,394,9,6,11,5,0,21,https://uk.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BF%D0%BB%D0%BE%D0%BC%D1%96%D1%81%D1%82%D0%BA%D1%96%D1%81%D1%82%D1%8C_%D0%BE%D0%BA%D0%B5%D0%B0%D0%BD%D1%83,Ocean_heat_content,3/12/2015,Ukrainian
Biodiversity Conservation,uk,ukr,305,5,7,5,16,0,149,https://uk.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D0%B2%D0%B8%D0%BA%D0%BE%D1%80%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%BD%D1%8F,Overexploitation,8/12/2020,Ukrainian
Climate Change,uk,ukr,307,4,3,2,5,0,120,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%BE%D1%80%D1%81%D1%8C%D0%BA%D0%B0_%D0%BE%D1%81%D1%86%D0%B8%D0%BB%D1%8F%D1%86%D1%96%D1%8F,Piora_Oscillation,28/3/2012,Ukrainian
Public Health,uk,ukr,3636,62,18,29,36,0,105,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF_%D0%BE%D0%B1%D0%B5%D1%80%D0%B5%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D1%96,Precautionary_principle,23/4/2023,Ukrainian
Biodiversity Conservation,uk,ukr,2050,25,12,8,280,0,111,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%BE%D0%BC%D0%B0%D0%B4%D1%81%D1%8C%D0%BA%D0%B5_%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%27%D1%8F,Public_health,12/1/2017,Ukrainian
Biodiversity Conservation,uk,ukr,2029,37,18,8,126,0,167,https://uk.wikipedia.org/wiki/%D0%94%D0%BE%D1%89%D0%BE%D0%B2%D0%B8%D0%B9_%D0%BB%D1%96%D1%81,Rainforest,9/11/2006,Ukrainian
Biodiversity Conservation,uk,ukr,913,11,14,8,42,0,132,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B1%D0%B5%D1%80%D0%B5%D0%B6%D0%BD%D0%B0_%D0%B7%D0%BE%D0%BD%D0%B0,Riparian_zone,15/5/2022,Ukrainian
Public Health,uk,ukr,87,2,3,0,55,0,22,https://uk.wikipedia.org/wiki/%D0%84%D0%B4%D0%B8%D0%BD%D0%B0_%D0%BA%D0%BE%D0%BD%D0%B2%D0%B5%D0%BD%D1%86%D1%96%D1%8F_%D0%BF%D1%80%D0%BE_%D0%BD%D0%B0%D1%80%D0%BA%D0%BE%D1%82%D0%B8%D1%87%D0%BD%D1%96_%D0%B7%D0%B0%D1%81%D0%BE%D0%B1%D0%B8,Single_Convention_on_Narcotic_Drugs,23/8/2015,Ukrainian
Public Health,uk,ukr,626,1,8,0,20,0,16,https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B8%D1%87%D0%BD%D0%B0_%D0%B4%D0%B5%D0%BC%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D1%96%D1%8F,Social_medicine,21/3/2020,Ukrainian
Biodiversity Conservation,uk,ukr,405,8,3,7,5,0,144,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D0%B2%D0%B0_%C2%AB%D1%87%D0%B8%D1%81%D0%BB%D0%BE_%D0%B2%D0%B8%D0%B4%D1%96%D0%B2_-_%D0%BF%D0%BB%D0%BE%D1%89%D0%B0%C2%BB,Species_area_relationship,6/1/2015,Ukrainian
Biodiversity Conservation,uk,ukr,1373,16,10,9,161,0,144,https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D0%BF%D1%96%D1%87%D0%BD%D0%B8%D0%B9_%D0%BB%D1%96%D1%81,Tropical_forest,6/6/2009,Ukrainian
Public Health,uk,ukr,22,0,0,4,56,0,11,https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%D0%BE%D0%B2%27%D1%8F%D0%B7%D0%BA%D0%BE%D0%B2%D0%B5_%D0%BC%D0%B5%D0%B4%D0%B8%D1%87%D0%BD%D0%B5_%D1%81%D1%82%D1%80%D0%B0%D1%85%D1%83%D0%B2%D0%B0%D0%BD%D0%BD%D1%8F,Universal_health_care,16/8/2011,Ukrainian
Public Health,uk,ukr,754,21,5,1,5,0,3,https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B8%D0%B9_%D1%80%D0%BE%D0%B7%D1%82%D0%B8%D0%BD,Verbal_autopsy,2/6/2023,Ukrainian
Biodiversity Conservation,uk,ukr,155,0,2,2,106,0,12,https://uk.wikipedia.org/wiki/%D0%A3%D1%80%D0%B0%D0%B7%D0%BB%D0%B8%D0%B2%D1%96_%D0%B2%D0%B8%D0%B4%D0%B8,Vulnerable_species,12/2/2011,Ukrainian
Biodiversity Conservation,uk,ukr,502,5,12,5,25,0,139,https://uk.wikipedia.org/wiki/%D0%95%D0%BA%D0%BE%D0%BA%D0%BE%D1%80%D0%B8%D0%B4%D0%BE%D1%80,Wildlife_corridor,12/4/2012,Ukrainian
Biodiversity Conservation,uk,ukr,53,2,3,0,7,0,9,https://uk.wikipedia.org/wiki/%D0%92%D1%81%D0%B5%D1%81%D0%B2%D1%96%D1%82%D0%BD%D1%8F_%D0%A5%D0%B0%D1%80%D1%82%D1%96%D1%8F_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%B8,World_Charter_for_Nature,30/8/2015,Ukrainian
Public Health,uk,ukr,1698,46,17,27,958,0,485,https://uk.wikipedia.org/wiki/%D0%92%D1%81%D0%B5%D1%81%D0%B2%D1%96%D1%82%D0%BD%D1%8F_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D1%96%D0%B7%D0%B0%D1%86%D1%96%D1%8F_%D0%BE%D1%85%D0%BE%D1%80%D0%BE%D0%BD%D0%B8_%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%27%D1%8F,World_Health_Organization,4/7/2007,Ukrainian
Biodiversity Conservation,uk,ukr,1137,16,16,137,25,0,160,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D1%96%D1%82%D0%BE%D0%B2%D0%B0_%D0%BC%D0%B5%D1%80%D0%B5%D0%B6%D0%B0_%D0%B1%D1%96%D0%BE%D1%81%D1%84%D0%B5%D1%80%D0%BD%D0%B8%D1%85_%D0%B7%D0%B0%D0%BF%D0%BE%D0%B2%D1%96%D0%B4%D0%BD%D0%B8%D0%BA%D1%96%D0%B2,World_Network_of_Biosphere_Reserves,27/5/2008,Ukrainian
Biodiversity Conservation,ur,urd,22,0,1,1,116,0,5,https://ur.wikipedia.org/wiki/%D8%AD%DB%8C%D8%A7%D8%AA%DB%8C_%D8%AA%D9%86%D9%88%D8%B9,Biodiversity,29/5/2009,Urdu
Biodiversity Conservation,ur,urd,51,0,0,2,222,0,11,https://ur.wikipedia.org/wiki/%D8%AD%DB%8C%D8%A7%D8%AA%DB%8C_%D8%AA%D9%86%D9%88%D8%B9_%D8%B9%D9%84%D8%A7%D9%82%DB%81,Biodiversity_hotspot,4/11/2015,Urdu
Climate Change,ur,urd,266,1,4,5,352,1,13,https://ur.wikipedia.org/wiki/%D8%B9%D8%A7%D9%84%D9%85%DB%8C_%D8%AD%D8%B1%D8%A7%D8%B1%D8%AA,Climate_change,2/7/2012,Urdu
Climate Change,ur,urd,40,0,0,0,18,0,7,https://ur.wikipedia.org/wiki/%D8%A8%D9%82%D8%A7%D8%A6%DB%8C_%D8%AD%DB%8C%D8%A7%D8%AA%DB%8C%D8%A7%D8%AA,Conservation_biology,19/2/2019,Urdu
Biodiversity Conservation,ur,urd,26,0,1,2,37,0,11,https://ur.wikipedia.org/wiki/%D8%AA%D8%AD%D9%81%D8%B8_%D8%A7%D9%86%D9%88%D8%A7%D8%B9_%DA%A9%DB%8C_%D8%B5%D9%88%D8%B1%D8%AA_%D8%AD%D8%A7%D9%84,Conservation_status,30/4/2015,Urdu
Public Health,ur,urd,3247,120,14,40,75,1,40,https://ur.wikipedia.org/wiki/%DA%A9%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%88%D8%A7%D8%A6%D8%B1%D8%B3_%DA%A9%D8%A7_%D9%85%D8%B1%D8%B6,COVID-19,14/3/2020,Urdu
Biodiversity Conservation,ur,urd,74,1,4,12,20,0,14,https://ur.wikipedia.org/wiki/%D8%AE%D8%B7%D8%B1%DB%81_%D8%B2%D8%AF%DB%81_%D8%A7%D9%86%D9%88%D8%A7%D8%B9,Endangered_species,25/6/2012,Urdu
Biodiversity Conservation,ur,urd,59,0,1,5,40,0,15,https://ur.wikipedia.org/wiki/%D9%85%D8%B9%D8%AF%D9%88%D9%85%DB%8C%D8%AA,Extinction,13/12/2008,Urdu
Public Health,ur,urd,273,1,3,1,10,0,9,https://ur.wikipedia.org/wiki/%D8%A7%D8%B3%D9%BE%D8%AA%D8%A7%D9%84_%DA%A9%DB%8C_%D9%86%D8%B8%D8%A7%D9%85%D8%AA,Health_administration,29/5/2019,Urdu
Public Health,ur,urd,379,1,3,1,27,0,20,https://ur.wikipedia.org/wiki/%D8%B7%D8%A8%DB%8C_%D9%86%DA%AF%DB%81%D8%AF%D8%A7%D8%B4%D8%AA,Health_care,15/12/2019,Urdu
Public Health,ur,urd,28,1,2,1,21,0,12,https://ur.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B1_%D8%AE%D9%88%D8%A7%D8%B1_%D8%A7%D9%85%D9%88%D8%A7%D8%AA,Infant_mortality,23/6/2014,Urdu
Biodiversity Conservation,ur,urd,120,3,1,0,9,0,15,https://ur.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1%D8%A7%DA%A9_%D8%A7%D9%88%D8%B1_%D8%B2%D8%B1%D8%A7%D8%B9%D8%AA_%DA%A9%DB%92_%D9%84%DB%8C%DB%92_%D9%BE%D9%88%D8%AF%D9%88%DA%BA_%DA%A9%DB%92_%D8%AC%DB%8C%D9%86%DB%8C%D8%A7%D8%AA%DB%8C_%D9%88%D8%B3%D8%A7%D8%A6%D9%84_%D9%BE%D8%B1_%D8%A8%DB%8C%D9%86_%D8%A7%D9%84%D8%A7%D9%82%D9%88%D8%A7%D9%85%DB%8C_%D9%85%D8%B9%D8%A7%DB%81%D8%AF%DB%81,International_Treaty_on_Plant_Genetic_Resources_for_Food_and_Agriculture,8/12/2023,Urdu
Biodiversity Conservation,ur,urd,29,0,0,1,21,0,5,https://ur.wikipedia.org/wiki/%D8%A8%DB%8C%D9%86_%D8%A7%D9%84%D8%A7%D9%82%D9%88%D8%A7%D9%85%DB%8C_%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%A8%D8%B1%D8%A7%D8%A6%DB%92_%D8%AA%D8%AD%D9%81%D8%B8_%D9%82%D8%AF%D8%B1%D8%AA,International_Union_for_Conservation_of_Nature,7/12/2013,Urdu
Public Health,ur,urd,193,4,4,0,17,0,10,https://ur.wikipedia.org/wiki/%D8%B7%D8%B1%D8%B2_%D8%B2%D9%86%D8%AF%DA%AF%DB%8C_%DA%A9%DB%8C_%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%DB%8C,Lifestyle_disease,3/11/2018,Urdu
Biodiversity Conservation,ur,urd,31,0,0,0,12,0,2,https://ur.wikipedia.org/wiki/%DA%A9%D8%AB%DB%8C%D8%B1_%D8%A7%D9%84%D8%AA%D9%86%D9%88%D8%B9_%D9%85%D9%84%DA%A9,Megadiverse_countries,2/2/2022,Urdu
Biodiversity Conservation,ur,urd,22,0,0,3,18,0,9,https://ur.wikipedia.org/wiki/%D9%82%D8%B1%DB%8C%D8%A8_%D8%A7%D9%84%D8%AE%D8%B7%D8%B1_%D8%A7%D9%86%D9%88%D8%A7%D8%B9,Near-threatened_species,11/7/2015,Urdu
Biodiversity Conservation,ur,urd,191,1,2,1,31,0,9,https://ur.wikipedia.org/wiki/%D8%B9%D9%88%D8%A7%D9%85%DB%8C_%D8%B5%D8%AD%D8%AA,Public_health,20/11/2016,Urdu
Biodiversity Conservation,ur,urd,139,2,1,2,92,0,10,https://ur.wikipedia.org/wiki/%D8%A8%D8%B1%D8%B3%D8%A7%D8%AA%DB%8C_%D8%AC%D9%86%DA%AF%D9%84,Rainforest,12/11/2009,Urdu
Public Health,ur,urd,305,3,3,0,27,0,8,https://ur.wikipedia.org/wiki/%D8%B9%D8%A7%D9%84%D9%85%DB%8C_%D8%B5%D8%AD%D8%AA_%DA%A9%DB%8C_%D9%86%DA%AF%DB%81%D8%AF%D8%A7%D8%B4%D8%AA,Universal_health_care,29/11/2021,Urdu
Public Health,ur,urd,280,10,4,19,126,0,73,https://ur.wikipedia.org/wiki/%D8%B9%D8%A7%D9%84%D9%85%DB%8C_%D8%A7%D8%AF%D8%A7%D8%B1%DB%81_%D8%B5%D8%AD%D8%AA,World_Health_Organization,22/6/2010,Urdu
Public Health,uz,uzb,1755,43,8,5,77,1,45,https://uz.wikipedia.org/wiki/Bolalar_o%27limi,Child_mortality,1/7/2022,Uzbek
Biodiversity Conservation,uz,uzb,157,3,3,0,6,0,3,https://uz.wikipedia.org/wiki/City_Nature_Challenge,City_Nature_Challenge,13/5/2022,Uzbek
Climate Change,uz,uzb,443,5,4,0,4,0,10,https://uz.wikipedia.org/wiki/Iqlim_psixologiyasi,Climate_psychology,26/10/2022,Uzbek
Biodiversity Conservation,uz,uzb,508,3,4,8,15,0,18,https://uz.wikipedia.org/wiki/Tabiatni_muhofaza_qilish_fotosurati,Conservation_photography,23/8/2022,Uzbek
Public Health,uz,uzb,126,2,2,0,37,0,2,https://uz.wikipedia.org/wiki/Psixotrop_moddalar_to%CA%BBg%CA%BBrisidagi_konvensiya,Convention_on_Psychotropic_Substances,2/6/2022,Uzbek
Public Health,uz,uzb,623,25,5,2,462,1,21,https://uz.wikipedia.org/wiki/COVID-19_koronavirus_infeksiyasi,COVID-19,18/3/2020,Uzbek
Public Health,uz,uzb,713,23,4,0,14,0,10,https://uz.wikipedia.org/wiki/Qashshoqlik_kasalliklari,Diseases_of_poverty,2/11/2022,Uzbek
Public Health,uz,uzb,1154,25,17,0,50,0,15,https://uz.wikipedia.org/wiki/Giyohvand_moddalar_siyosati,Drug_policy,19/7/2022,Uzbek
Biodiversity Conservation,uz,uzb,180,0,0,2,5,0,4,https://uz.wikipedia.org/wiki/Enzootiya,Enzootic,22/5/2013,Uzbek
Public Health,uz,uzb,491,6,11,1,85,9,10,https://uz.wikipedia.org/wiki/Sog%CA%BBliqni_saqlash_boshqaruvi,Health_administration,9/8/2024,Uzbek
Public Health,uz,uzb,2070,0,1,2,681,0,5,https://uz.wikipedia.org/wiki/Sog%CA%BBliqni_saqlash,Health_care,8/5/2013,Uzbek
Public Health,uz,uzb,2218,31,11,3,226,0,13,https://uz.wikipedia.org/wiki/Tibbiy_sug%60urta,Health_insurance,31/8/2022,Uzbek
Biodiversity Conservation,uz,uzb,489,9,11,8,51,0,35,https://uz.wikipedia.org/wiki/Tabiatni_muhofaza_qilish_xalqaro_ittifoqi,International_Union_for_Conservation_of_Nature,11/9/2023,Uzbek
Climate Change,uz,uzb,2044,36,10,4,222,0,24,https://uz.wikipedia.org/wiki/Ozon_qatlamining_yemirilishi_va_iqlim_o%27zgarishi,Ozone_depletion_and_climate_change,5/9/2022,Uzbek
Biodiversity Conservation,uz,uzb,484,9,6,5,55,7,23,https://uz.wikipedia.org/wiki/Jamoat_salomatligi,Public_health,15/8/2024,Uzbek
Biodiversity Conservation,uz,uzb,31,0,0,3,4,0,5,https://uz.wikipedia.org/wiki/Tuproqni_saqlash,Soil_conservation,27/11/2022,Uzbek
Public Health,uz,uzb,279,1,3,11,426,0,51,https://uz.wikipedia.org/wiki/Jahon_sog%CA%BBliqni_saqlash_tashkiloti,World_Health_Organization,29/3/2013,Uzbek
Biodiversity Conservation,vec,vec,365,0,4,2,28,0,20,https://vec.wikipedia.org/wiki/Endemismo,Endemism,19/9/2008,Venetian
Biodiversity Conservation,vec,vec,166,1,1,3,25,0,5,https://vec.wikipedia.org/wiki/Foresta_pluvial,Rainforest,11/4/2015,Venetian
Public Health,vec,vec,106,2,3,28,48,0,18,https://vec.wikipedia.org/wiki/Organizasion_mondia%C5%82e_de_%C5%82a_sanit%C3%A0,World_Health_Organization,21/12/2020,Venetian
Climate Change,vep,vep,153,0,1,6,19,0,7,https://vep.wikipedia.org/wiki/Klimatan_toi%C5%BEetamine,Climate_change,4/5/2017,Veps
Public Health,vep,vep,222,0,4,6,108,0,17,https://vep.wikipedia.org/wiki/Mail%27man_tervhudenorganizacii,World_Health_Organization,4/8/2023,Veps
Climate Change,vi,vie,1101,43,9,5,22,0,84,https://vi.wikipedia.org/wiki/Bi%E1%BA%BFn_%C4%91%E1%BB%95i_kh%C3%AD_h%E1%BA%ADu_%C4%91%E1%BB%99t_ng%E1%BB%99t,Abrupt_climate_change,23/11/2022,Vietnamese
Public Health,vi,vie,524,9,2,0,46,0,10,https://vi.wikipedia.org/wiki/Thay_%C4%91%E1%BB%95i_h%C3%A0nh_vi_(s%E1%BB%A9c_kh%E1%BB%8Fe_c%E1%BB%99ng_%C4%91%E1%BB%93ng),Behavior_change_(public_health),30/4/2019,Vietnamese
Biodiversity Conservation,vi,vie,4433,113,26,10,469,2,174,https://vi.wikipedia.org/wiki/%C4%90a_d%E1%BA%A1ng_sinh_h%E1%BB%8Dc,Biodiversity,3/10/2008,Vietnamese
Biodiversity Conservation,vi,vie,279,5,5,1,36,0,34,https://vi.wikipedia.org/wiki/%C4%90i%E1%BB%83m_n%C3%B3ng_v%E1%BB%81_%C4%91a_d%E1%BA%A1ng_sinh_h%E1%BB%8Dc,Biodiversity_hotspot,1/12/2017,Vietnamese
Biodiversity Conservation,vi,vie,2775,30,18,8,105,0,93,https://vi.wikipedia.org/wiki/M%E1%BA%A5t_%C4%91a_d%E1%BA%A1ng_sinh_h%E1%BB%8Dc,Biodiversity_loss,29/6/2020,Vietnamese
Biodiversity Conservation,vi,vie,1100,4,4,2,38,0,70,https://vi.wikipedia.org/wiki/Khu_v%E1%BB%B1c_ho%C3%A3n_xung,Buffer_zone,13/4/2023,Vietnamese
Biodiversity Conservation,vi,vie,2797,0,13,0,24,1,17,https://vi.wikipedia.org/wiki/Ngh%E1%BB%8B_%C4%91%E1%BB%8Bnh_th%C6%B0_Cartagena_v%E1%BB%81_an_to%C3%A0n_sinh_h%E1%BB%8Dc,Cartagena_Protocol_on_Biosafety,1/9/2020,Vietnamese
Biodiversity Conservation,vi,vie,418,2,7,0,10,0,7,https://vi.wikipedia.org/wiki/B%E1%BA%A3o_t%E1%BB%93n_hang_%C4%91%E1%BB%99ng,Cave_conservation,27/9/2019,Vietnamese
Public Health,vi,vie,293,4,2,3,59,0,180,https://vi.wikipedia.org/wiki/T%E1%BB%AD_vong_%E1%BB%9F_tr%E1%BA%BB_em,Child_mortality,31/8/2018,Vietnamese
Climate Change,vi,vie,12651,329,27,48,42221,1,404,https://vi.wikipedia.org/wiki/%E1%BA%A4m_l%C3%AAn_to%C3%A0n_c%E1%BA%A7u,Climate_change,27/12/2006,Vietnamese
Climate Change,vi,vie,651,15,3,1,51,0,17,https://vi.wikipedia.org/wiki/Kh%E1%BB%A7ng_ho%E1%BA%A3ng_kh%C3%AD_h%E1%BA%ADu,Climate_crisis,30/12/2020,Vietnamese
Biodiversity Conservation,vi,vie,354,2,2,0,22,0,7,https://vi.wikipedia.org/wiki/Lo%C3%A0i_ph%E1%BB%95_bi%E1%BA%BFn,Common_species,27/9/2019,Vietnamese
Public Health,vi,vie,373,2,2,1,184,0,78,https://vi.wikipedia.org/wiki/S%E1%BB%A9c_kh%E1%BB%8Fe_c%E1%BB%99ng_%C4%91%E1%BB%93ng,Community_health,4/10/2018,Vietnamese
Climate Change,vi,vie,4285,39,17,3,31,0,30,https://vi.wikipedia.org/wiki/Sinh_h%E1%BB%8Dc_b%E1%BA%A3o_t%E1%BB%93n,Conservation_biology,26/2/2015,Vietnamese
Biodiversity Conservation,vi,vie,249,1,1,0,18,1,13,https://vi.wikipedia.org/wiki/Phong_tr%C3%A0o_b%E1%BA%A3o_t%E1%BB%93n,Conservation_movement,1/8/2020,Vietnamese
Biodiversity Conservation,vi,vie,706,7,2,0,8,0,15,https://vi.wikipedia.org/wiki/T%C3%A2m_l%C3%BD_h%E1%BB%8Dc_b%E1%BA%A3o_t%E1%BB%93n,Conservation_psychology,23/8/2021,Vietnamese
Biodiversity Conservation,vi,vie,856,5,7,3,1180,0,27,https://vi.wikipedia.org/wiki/T%C3%ACnh_tr%E1%BA%A1ng_b%E1%BA%A3o_t%E1%BB%93n,Conservation_status,13/6/2008,Vietnamese
Public Health,vi,vie,334,1,1,0,23,0,14,https://vi.wikipedia.org/wiki/Truy_v%E1%BA%BFt_ti%E1%BA%BFp_x%C3%BAc,Contact_tracing,1/8/2021,Vietnamese
Biodiversity Conservation,vi,vie,460,5,0,1,81,0,79,https://vi.wikipedia.org/wiki/C%C3%B4ng_%C6%B0%E1%BB%9Bc_v%E1%BB%81_%C4%90a_d%E1%BA%A1ng_sinh_h%E1%BB%8Dc,Convention_on_Biological_Diversity,6/1/2015,Vietnamese
Public Health,vi,vie,4106,114,22,8,2582,1,702,https://vi.wikipedia.org/wiki/COVID-19,COVID-19,26/1/2016,Vietnamese
Public Health,vi,vie,1029,28,2,4,45,0,449,https://vi.wikipedia.org/wiki/Phong_t%E1%BB%8Fa_do_COVID-19,COVID-19_lockdowns,11/2/2020,Vietnamese
Biodiversity Conservation,vi,vie,1625,15,5,4,15,0,14,https://vi.wikipedia.org/wiki/%C4%90a_d%E1%BA%A1ng_t%E1%BB%91i,Dark_diversity,3/9/2020,Vietnamese
Biodiversity Conservation,vi,vie,1099,0,4,4,16,0,30,https://vi.wikipedia.org/wiki/S%E1%BB%B1_suy_gi%E1%BA%A3m_s%E1%BB%91_l%C6%B0%E1%BB%A3ng_lo%C3%A0i_l%C6%B0%E1%BB%A1ng_c%C6%B0,Decline_in_amphibian_populations,6/2/2012,Vietnamese
Biodiversity Conservation,vi,vie,1780,0,4,6,409,0,50,https://vi.wikipedia.org/wiki/S%E1%BB%B1_suy_gi%E1%BA%A3m_%C4%91%E1%BB%99ng_v%E1%BA%ADt,Defaunation,11/6/2018,Vietnamese
